angle_deg,shared_amplitude,checkerboard_amplitude
-59.85,0.0217041230182479,0.0680254364922221
-59.8,0.0213687890648785,0.0671117970195284
-59.75,0.0210225450239289,0.0661603023843031
-59.7,0.0206655130245917,0.0651710932241365
-59.65,0.0202978216891102,0.0641443310516592
-59.6,0.0199196061271339,0.0630801984592684
-59.55,0.0195310079261573,0.0619788993151149
-59.5,0.0191321751379902,0.0608406589500868
-59.45,0.0187232622612125,0.0596657243355042
-59.4,0.0183044302195648,0.058454364251268
-59.35,0.0178758463362365,0.0572068694441833
-59.3,0.0174376843039989,0.0559235527761861
-59.25,0.0169901241511531,0.0546047493622091
-59.2,0.0165333522032474,0.0532508166974201
-59.15,0.0160675610405373,0.051862134773563
-59.1,0.0155929494511394,0.0504391061841458
-59.05,0.0151097223798717,0.0489821562182048
-59,0.0146180908727282,0.0474917329423968
